央视,#genre#
CCTV世界地理,http://39.135.250.174:80/wh7f454c46tw2545149921_1643628546/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226720/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Evltpa2WvNtZoTGfscUUnDQ%7E9cdTq6ROEGOEOJbDNP_HB5w7gcAs7y6BTuB8413NQEU0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210842%2C1136805%2C111.47.245.93%2C20250203210842%2CUmaiCHAN638077a61f4f3%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C403635044%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738588126&from=10&ocs=2_39.135.250.166_80&hms_devid=4715&online=1738588126&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
CHC影迷,http://39.135.250.168:80/wh7f454c46tw2361587344_-1728917243/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226681/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EEphxlR5AOBkZk9nGnU-AyA%7E9cdTq6ROEGOEOJbDNP_HB3SsG_HdK-6vl5qd3Rvao6w0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210538%2C1136805%2C111.47.245.93%2C20250203210538%2CUmaiCHAN6380764b172c9%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C387381128%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587943&from=10&ocs=2_39.135.153.80_80&hms_devid=4714&online=1738587943&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
CHC动作,http://39.135.153.81:80/wh7f454c46tw2385967275_-755658950/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226673/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E5_pLp7-IJpOqTDeajA9v2w%7E9cdTq6ROEGOEOJbDNP_HB2TMpUg4-CiQ_rYaZTmVDO00vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210603%2C1136805%2C111.47.245.93%2C20250203210603%2CUmaiCHAN6380763222d00%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C387381107%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587967&from=10&ocs=2_39.135.250.170_80&hms_devid=4708&online=1738587967&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
CHC家庭,http://39.135.153.71:80/wh7f454c46tw2415603126_-1356920469/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226676/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ec9wRt5S12PD_606N35yTiQ%7E9cdTq6ROEGOEOJbDNP_HB22jXP9C4qTl25noSp_6i6c0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210632%2C1136805%2C111.47.245.93%2C20250203210632%2CUmaiCHAN63807601b19dd%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C387380813%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587997&from=10&ocs=2_39.135.250.166_80&hms_devid=4707&online=1738587997&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北,#genre#
湖北卫视,http://39.136.76.41:80/wh7f454c46tw1841078924_1510988247/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226689/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EfSehiH_l7xgwDVyGXBE5ug%7E9cdTq6ROEGOEOJbDNP_HB7xRQdD8QFBQJ_q9FQ6UxLw0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205656%2C1136805%2C111.47.245.93%2C20250203205656%2CUmaiCHAN911989BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C394592199%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587422&from=10&hms_devid=5531&online=1738587422&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北经视,http://39.135.250.163:80/wh7f454c46tw1865458504_127692419/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226639/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXHE-OCPUSCo2gYNpf9qI8w%7E9cdTq6ROEGOEOJbDNP_HB18CVEySIURxXpRNF3X4R8c0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205658%2C1136805%2C111.47.245.93%2C20250203205658%2CUmaiCHAN63807203543e3%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383510192%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587447&from=10&hms_devid=4713&online=1738587447&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北综合,http://39.135.250.164:80/wh7f454c46tw1891422847_1498734227/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226628/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E4-13bmWCPoDqSQBnauYi0g%7E9cdTq6ROEGOEOJbDNP_HB4Yp78Fni2tctG4YzKlreLM0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205723%2C1136805%2C111.47.245.93%2C20250203205723%2CUmaiCHAN638072216f7da%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383510273%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587472&from=10&ocs=2_39.135.250.167_80&hms_devid=4713&online=1738587472&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北垄上,http://39.135.153.72:80/wh7f454c46tw1915355315_1396483884/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226631/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Eg54bcDdDhPn9ErpSQrNwyw%7E9cdTq6ROEGOEOJbDNP_HB7t473h6TGlnq4r86liwG8E0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205749%2C1136805%2C111.47.245.93%2C20250203205749%2CUmaiCHAN638072463c333%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383510343%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587496&from=10&hms_devid=4707&online=1738587496&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北新闻,http://39.135.250.163:80/wh7f454c46tw1940856884_303570359/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226626/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EB0uhi60u-Dkkk0kRjoQULQ%7E9cdTq6ROEGOEOJbDNP_HB7scPncRGGpvBy5vL59c9IU0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205813%2C1136805%2C111.47.245.93%2C20250203205813%2CUmaiCHAN6380726d0ee3b%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383510354%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587522&from=10&hms_devid=4713&online=1738587522&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北影视,http://39.135.250.163:80/wh7f454c46tw1970601689_990569786/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226649/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ECn4meegYGgscjxjEnhlSSw%7E9cdTq6ROEGOEOJbDNP_HB0_oxcvVC3X2jwpPgijXux40vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205838%2C1136805%2C111.47.245.93%2C20250203205838%2CUmaiCHAN6380728abccd2%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383733636%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587552&from=10&hms_devid=4713&online=1738587552&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北教育,http://39.136.76.40:80/wh7f454c46tw1990279908_63737929/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226646/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EzxokzpwnutSKpFW91mdtgg%7E9cdTq6ROEGOEOJbDNP_HB2t21wMhNRHlJVUqf7EQY7k0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205908%2C1136805%2C111.47.245.93%2C20250203205908%2CUmaiCHAN638072a6cbbf6%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383733645%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587571&from=10&hms_devid=5531&online=1738587571&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖北生活,http://39.135.153.83:80/wh7f454c46tw2015091151_-1550913053/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226655/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E1v0srMkg6aWac_UNJqEX4w%7E9cdTq6ROEGOEOJbDNP_HB6K4juGV04lfyt1jaNkqWxY0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203205928%2C1136805%2C111.47.245.93%2C20250203205928%2CUmaiCHAN638072c62e405%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383733654%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587596&from=10&ocs=2_39.135.250.168_80&hms_devid=4709&online=1738587596&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8?fbl=$QWDX高清
武汉科技,http://stream.appwuhan.com/3tzb/sd/live.m3u8?fbl=$QWDX高清
江夏综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?fbl=$DFXL标清
卫视,#genre#
东方卫视,http://39.136.76.41:80/wh7f454c46tw2049513757_865172515/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226674/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EDYI_XTXmWvdeO9XuymyMkg%7E9cdTq6ROEGOEOJbDNP_HB2_7F71uiV_oH_4MkkvoJGo0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210026%2C1136805%2C111.47.245.93%2C20250203210026%2CUmaiCHAN111131BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C387386623%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587631&from=10&hms_devid=5531&online=1738587631&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
湖南卫视,http://39.135.153.77:80/wh7f454c46tw2071974217_438267116/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226117/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ERbCwDazl40UDmRpq1YRmcA%7E9cdTq6ROEGOEOJbDNP_HB30Ntq6m8rnBY_P5LLaHk6g0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210027%2C1136805%2C111.47.245.93%2C20250203210027%2CUmaiCHAN181358BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2CUmaiCHAN181358BESTVSMGSMG9%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587653&from=10&ocs=2_39.135.253.35_80&hms_devid=4706&online=1738587653&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
江苏卫视,http://39.135.250.170:80/wh7f454c46tw2090923561_851717258/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226682/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ElSHu4N8e_KpPq-nk65sEIw%7E9cdTq6ROEGOEOJbDNP_HB8TclB_XCQxRBY5JnNW3I1k0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210049%2C1136805%2C111.47.245.93%2C20250203210049%2CUmaiCHAN111129BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C387386364%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587672&from=10&hms_devid=4710&online=1738587672&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
浙江卫视,http://39.136.76.40:80/wh7f454c46tw2112516046_1477534017/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226701/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EglW1iBXw-K2woY15wsK3pw%7E9cdTq6ROEGOEOJbDNP_HByK8e3-EfTEoTrNUke-SwOU0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210108%2C1136805%2C111.47.245.93%2C20250203210108%2CUmaiCHAN111130BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C394592209%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587694&from=10&ocs=2_39.135.153.71_80&hms_devid=5531&online=1738587694&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
北京卫视,http://39.135.250.171:80/wh7f454c46tw2126894052_-1990269693/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226698/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E0nUft_1o0AoHd8MAsT80jQ%7E9cdTq6ROEGOEOJbDNP_HB4rSbKnX14w3UrSY0TSgEqA0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210130%2C1136805%2C111.47.245.93%2C20250203210130%2CUmaiCHAN181361BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C394592773%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587708&from=10&hms_devid=4711&online=1738587708&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
深圳卫视,http://39.136.76.41:80/wh7f454c46tw2141825347_2099792120/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226703/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EDztFBPQtTTW8KYjYe4yqdQ%7E9cdTq6ROEGOEOJbDNP_HB76fffvmn_YxmhNZNDM-RUM0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210144%2C1136805%2C111.47.245.93%2C20250203210144%2CUmaiCHAN181362BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C394592782%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587723&from=10&ocs=2_39.135.250.174_80&hms_devid=5531&online=1738587723&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
辽宁卫视,http://39.135.250.166:80/wh7f454c46tw2175628474_278721493/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226718/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EHWAfDY43KbLF1VFSvjax1Q%7E9cdTq6ROEGOEOJbDNP_HB3-qoSXI6BPaC8bapnesiM80vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210232%2C1136805%2C111.47.245.93%2C20250203210232%2CUmaiCHAN3450001BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C395899545%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587757&from=10&hms_devid=4712&online=1738587757&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
环球奇观,http://39.135.153.82:80/wh7f454c46tw2214025415_-892417150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226634/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EMi0PoPM8uB8EECZ_WdPg7w%7E9cdTq6ROEGOEOJbDNP_HBzAtLoXleBAmPccFXPiyPPY0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210311%2C1136805%2C111.47.245.93%2C20250203210311%2CUmaiCHAN6380730852766%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383510363%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587795&from=10&hms_devid=4708&online=1738587795&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
金鹰纪实,http://39.135.153.80:80/wh7f454c46tw2240570360_-177205664/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226666/index.m3u8?zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EaGt5aCcOeIjF1why2YnwOw%7E9cdTq6ROEGOEOJbDNP_HB0TtN0NdtLEmWAXeq2YxamM0vh95HAN_M2bSUyIn39ih%7EExtInfoWNHSPSTb-3AG0FnUkYLPMw%3A20250203210312%2C1136805%2C111.47.245.93%2C20250203210312%2CUmaiCHAN4766929BESTVSMGSMG%2CRedirectUser_0%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C383733663%2CEND&GuardEncType=2&BestvPlatform=1&MAC=54%3AC5%3A7A%3A72%3A13%3A39&STBID=&RTS=1738587822&from=10&hms_devid=4705&online=1738587822&vqe=3&it=H4sIAAAAAAAAAyspSkxO9XSxzSvNyVErTi30y7c1VktOzMnJzEv3y08BSYUFO8cbGhrqmegZWpjrmZmohYD0uOUkptsagJX6leYmpRZBOUB9walFZZnJqbYpxWl6ZYnFeonp6UWp6Yklmfl5egE5iZWhRTlQJQBymV6afgAAAA
